source_id	docid	citedTitle	citedWork	citedAuthor	hot	year
WOS:000168678400004	5548816	"PHENOLOGY, SEED YIELD AND WATER-USE OF GRAIN LEGUMES GROWN UNDER DIFFERENT SOIL-WATER REGIMES IN A SEMI-ARID TROPICAL ENVIRONMENT"	FIELD CROPS RESEARCH	"MUCHOW, RC"	yes	1985
WOS:000168678400004	533164	Soil pH and lime requirement	Chemical and microbiological methods	"McLean, EO"	no	1982
WOS:000168678400004	16235573	Pigeonpea: cropping systems.	The pigeonpea.	"Ali, M."	yes	1990
WOS:000168678400004	18402490	Red Gram	Pulse crops of Indian Council of Agricultural Research	"Pathak, G. N"	no	1970
WOS:000168678400004	319960229	NONE	744 CSIRO	KEIG G	no	1974
WOS:000168678400004	18402550	NONE	P 1 E SO AFR REG LEG	SINGH L	no	1991
WOS:000168678400004	18402438	Cajanus cajan (L.) Millsp. 	Indian Journal of Agricultural Science	"MUKHERJEE, D."	yes	1960
WOS:000168678400004	398270534	NONE	REF MAN REL 3	*GENST 5	no	1993
WOS:000168678400004	18402392	NONE	MADRAS AGR J	MOHAN JC	no	1969
WOS:000168678400004	18402344	"Development of high yielding varieties of pulses: perspective, possibilities and experimental approaches"	NONE	"Jain, HK"	no	1975
WOS:000168678400004	5360282	"GRAIN-YIELD, HARVEST INDEX, AND WATER-USE OF WHEAT"	JOURNAL OF THE AUSTRALIAN INSTITUTE OF AGRICULTURAL SCIENCE	"PASSIOURA, JB"	yes	1977
WOS:000168678400004	18402324	THE NATURAL-HISTORY OF CROP YIELD	AMERICAN SCIENTIST	"EVANS, LT"	yes	1980
WOS:000168678400004	18402502	NONE	INT PIGEONPEA NEWSLE	SAXENA KB	no	1985
WOS:000297491600011	338871576	NONE	THESIS CSJM U KANPUR	MISHRA S	no	2004
WOS:000297491600011	87844330	Evaluation of pigeonpea (Cajanus cajan) germplasm for resistance to Fusarium wilt	Indian J. Agri. Sci.	"Okiror, M. A."	no	2002
WOS:000297491600011	426111011	NONE	SCIENCES	AHLAWAT IPS	no	2005
WOS:000297491600011	64162298	Impact of a new source of resistance to fusarium wilt in pigeonpea	JOURNAL OF PHYTOPATHOLOGY	"Gwata, ET"	yes	2006
WOS:000297491600011	59778025	Pigeon pea lines resistant to wilt in Kenya and Malawi	Int. Pigeon pea Newsl	"Reddy, M. V."	no	1990
WOS:000297491600011	426111051	NONE	LEGUME RES	PRASANTHI L	no	2009
WOS:000297491600011	338871610	NONE	FOOD SCI J	MISHRA S	no	2003
WOS:000207874000018	344731374	tarai regions of Uttaranchal. 	Indian Journal of Pulses Research	"Singh, V. K."	yes	2002
WOS:000207874000018	413408280	NONE	INT PIGEONPEA NEWSLE	TRIPATHI HP	no	1986
WOS:000207874000018	413408243	NONE	AICRP PIGEONPEA ANN	REDDY MM	no	2006
WOS:000207874000018	413408222	NONE	AICRP PIGEONPEA ANN	MAJUMDAR ND	no	2006
WOS:000207874000018	111086621	"RESPONSE OF PIGEONPEA (CAJANUS-CAJAN) TO ROW SPACING, NITROGEN AND PHOSPHORUS"	INDIAN JOURNAL OF AGRONOMY	"SARVAIYA, BG"	yes	1993
WOS:000283279200012	338871480	NONE	NETW PROJ WILT CROPS	*IIPR	no	2008
WOS:000283279200012	338871576	NONE	THESIS CSJM U KANPUR	MISHRA S	no	2004
WOS:000283279200012	45568168	INFLUENCE OF WILT AT DIFFERENT GROWTH-STAGES ON YIELD LOSS IN PIGEONPEA	TROPICAL PEST MANAGEMENT	"KANNAIYAN, J"	yes	1981
WOS:000283279200012	338871496	NONE	PARIN STORM M PULS P	DHAR V	no	1999
WOS:000283279200012	338871610	NONE	FOOD SCI J	MISHRA S	no	2003
WOS:000283279200012	338871656	NONE	NONE	"Reddy, MV"	no	1996
WOS:000283279200012	338871465	NONE	ANN GROUP M AICRP PI	*AICRP	no	2009
WOS:000265883700014	18994663	NONE	Statistical Procedures for Agricultural Research	"GOMEZ, ICA"	no	1984
WOS:000265883700014	323308474	NONE	THESIS U AGR MAKURDI	EGBE OM	no	2005
WOS:000265883700014	261785787	NONE	ABIA STATE U ENV REV	EGBE OM	no	2006
WOS:000265883700014	68815693	Development of a mini core subset for enhanced and diversified utilization of pigeonpea germplasm resources	CROP SCIENCE	"Upadhyaya, Hari D."	yes	2006
WOS:000265883700014	323308488	NONE	79 ICRISAT	REMANANDAN P	no	1993
WOS:000265883700014	261785779	NONE	J SUSTAINABLE DEV AG	EGBE OM	no	2006
WOS:000265883700014	261785925	NONE	ICRISAT PIGEON PEA G	REMANANDAN P	no	1988
WOS:000265883700014	261785871	NONE	STAT METHOD DETECTIN	OBI IU	no	1990
WOS:000265883700014	10853465	Pigeonpea: morphology.	The pigeonpea.	"Reddy, L. J."	yes	1990
WOS:000265883700014	48366043	International adaptation of pigeonpeas.	"Proceedings of the international workshop on pigeonpeas, Volume 1"	"Sharma, D."	yes	1981
WOS:000265883700014	22275505	Pigeonpea: physiology of yield formation.	The pigeonpea.	"Lawn, R. J."	yes	1990
WOS:000265883700014	115577260	"Origin, distribution, taxonomy, and morphology"	Pulse crops	"Baldev, B"	no	1988
WOS:000265883700014	323308458	NONE	GENSTAT REL 4 23	*GENSTAT	no	1000
WOS:000300149300008	291483631	NONE	Statistical methods for agricultural workers	"Panse, V. G."	no	1967
WOS:000300149300008	86672976	Problems perceived by safed moosli (Chlorophytum borivilianum) growers of Chhattisgarh (India) region: A study	Journal of Medicinal and Aromatic Plant Sciences	"Oudhia, P."	yes	2000
WOS:000300149300008	15366092	MAIZE (ZEA MAYS)-BASED INTERCROPPING SYSTEMS WITH PULSES UNDER RAIN-FED CONDITION	INDIAN JOURNAL OF AGRICULTURAL SCIENCES	"ABBAS, M"	yes	1995
WOS:000300149300008	84618820	"Safed musli (Chlorophytum borivilianum): Distribution, biodiversity and cultivation."	Journal of Medicinal and Aromatic Plant Sciences	"Singh, Aparbal"	yes	2003
WOS:000300149300008	86008838	Chlorophytum borivilianum). 	Journal of Medicinal and Aromatic Plant Sciences	Aparbal Singh	yes	2004
WOS:000300149300008	6372863	THE CONCEPT OF A LAND EQUIVALENT RATIO AND ADVANTAGES IN YIELDS FROM INTERCROPPING	EXPERIMENTAL AGRICULTURE	"MEAD, R"	yes	1980
WOS:000300149300008	8476505	Productivity and economic viability of a palmarosa-pigeonpea intercropping system in the subtropical climate of north India	JOURNAL OF AGRICULTURAL SCIENCE	"Singh, A"	yes	1998
WOS:000300149300008	36464450	Production techniques for the cultivation of safed musli (Chlorophytum borivilianum)	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	"Kothari, SK"	yes	2003
WOS:000300149300008	429134767	Performance of safed musli (Chlorophytum borivilianum) under various cropping systems based on kharif and rabi intercrops	NONE	"Chouhan, GS"	no	2000
WOS:000300149300008	40825873	Safed musli.	Medicinal and aromatic plants. Advances in horticulture	"Bordia, PC"	no	1995
WOS:000300149300008	48617147	GRAIN-YIELD POTENTIAL OF SOME DIVERSE MAIZE (ZEA-MAYS-L) MORPHOTYPES INTERCROPPED WITH COCOYAM (XANTHOSOMA-SAGITTIFOLIUM)	EXPERIMENTAL AGRICULTURE	"AYUKTAKEM, JA"	yes	1985
WOS:000300149300008	36464504	Survival and yield of four medicinal plant species grown under tree plantations of bhataland.	Vaniki Sandesh	"Chadhar, S. K."	yes	1996
WOS:000281547600013	337124267	NONE	INDIAN J SOIL CONSER	SAMUEL MP	no	2010
WOS:000281547600013	337124217	Effect of in situ moisture conservation practices on productivity and economics under maize + blackgram cropping system in semi-arid region	Indian Journal of Soil Conservation	"Jat, M.L."	no	2010
WOS:000281547600013	94291479	Impact of soil and water conservation structures on productivity and ground water table in Barcem watershed of Goa.	Indian Journal of Soil Conservation	"Manivannan, S."	yes	2007
WOS:000281547600013	337124250	NONE	INDIAN J SOIL CONSER	PRASAD K	no	2010
WOS:000281547600013	337124279	NONE	J IWRS	SINGH RA	no	1995
WOS:000178112700014	362595293	NONE	SSSA SPECIAL PUBLICA	GLADWIN CH	no	1997
WOS:000178112700014	3355551	Does economic reform harm the environment? A review of structural adjustment in Malawi.	Journal of International Development	"Cromwell, E."	yes	1993
WOS:000178112700014	27334676	Soil nutrient status of smallholder farms in Malawi	COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS	"Snapp, SS"	yes	1998
WOS:000178112700014	28318561	NONE	STAT WIND	*STATSOFT	no	1995
WOS:000178112700014	26851263	Colorimetric determination of ammonium	NONE	"Anderson, J.M."	no	1989
WOS:000178112700014	2904998	RETHINKING THE FARMERS ROLE IN PLANT-BREEDING - LOCAL BEAN EXPERTS AND ON-STATION SELECTION IN RWANDA	EXPERIMENTAL AGRICULTURE	"SPERLING, L"	yes	1993
WOS:000178112700014	2351082	Soil nitrate dynamics in relation to nitrogen source and landscape position in Malawi	AGROFORESTRY SYSTEMS	"Phiri, RH"	yes	1999
WOS:000178112700014	2350720	Improved fallows come of age in the tropics	AGROFORESTRY SYSTEMS	"Sanchez, PA"	yes	1999
WOS:000178112700014	28319440	NONE	FIELD GUIDE FARM EXP	MUTSAERS HJW	no	1997
WOS:000178112700014	28318871	NONE	RHOD AGR J	BLACKSHAW GN	no	1921
WOS:000178112700014	2351237	"EFFECT OF INTERCROPPING MAIZE AND CLOSELY SPACED LEUCAENA HEDGEROWS ON SOIL CONSERVATION AND MAIZE YIELD ON A STEEP SLOPE AT NTCHEU, MALAWI"	AGROFORESTRY SYSTEMS	"BANDA, AZ"	yes	1994
WOS:000178112700014	14133190	LEARNING FROM 6 REASONS WHY FARMERS DO NOT ADOPT INNOVATIONS INTENDED TO IMPROVE SUSTAINABILITY OF UPLAND AGRICULTURE	AGRICULTURAL SYSTEMS	"FUJISAKA, S"	yes	1994
WOS:000178112700014	403130637	NONE	961 CIMMYT	HEISEY PW	no	1996
WOS:000178112700014	6977235	"STUDIES ON MAIZE (ZEA-MAYS) AT BUNDA, MALAWI .2. YIELD IN SHORT ROTATIONS WITH LEGUMES"	EXPERIMENTAL AGRICULTURE	"MACCOLL, D"	yes	1989
WOS:000178112700014	2351454	Partnership with Malawian farmers to develop organic matter technologies	OUTLOOK ON AGRICULTURE	"Kanyama-Phiri, G"	yes	1998
WOS:000178112700014	17817063	"Land use, land management and environment in a subsistence mountain economy in Nepal"	AGRICULTURE ECOSYSTEMS & ENVIRONMENT	"Thapa, GB"	yes	1996
WOS:000178112700014	28318519	NONE	GUID AGR PROD	*MAL MIN AGR LIV D	no	1995
WOS:000178112700014	28319473	NONE	GRAIN LEGUMES DEV PR	PHIRI MAR	no	1999
WOS:000178112700014	28319696	NONE	P INT WORKSH FOOD SE	SNAPP SS	no	1999
WOS:000178112700014	28318515	NONE	MAL PART LIV ASS EX	*CARE INT	no	1998
WOS:000178112700014	28319839	NONE	AGR SYST	VERSTEEG MN	no	1993
WOS:000178112700014	27747844	NONE	AGR ECOSYST ENVIRON	SNAPP SS	no	1998
WOS:000178112700014	16265850	Participatory action research and quantitative analysis for nutrient management in southern Mali. a fruitful marriage?	AGRICULTURE ECOSYSTEMS & ENVIRONMENT	"Defoer, T"	yes	1998
WOS:000178112700014	28319330	Farmer acceptability criteria in breeding cowpea	EXPERIMENTAL AGRICULTURE	"Kitch, LW"	yes	1998
WOS:000178112700014	28318906	NONE	PHYSICAL ENV CENTRAL	BROWN P	no	1965
WOS:000178112700014	28318815	Spatial and temporal variation in fertilizer recommendations for maize grown by smallholders in Malawi	Maize Commodity Team Annual Report	"Benson, T. D."	no	1997
WOS:000178112700014	294206810	NONE	MANAGING AFRICAS SOI	KANYAMAPHIRI GY	no	2000
WOS:000178112700014	23298544	The results of some short term rotation experiments in Nyasaland.	Rhodesia Agricultural Journal	"BROWN, P."	yes	1958
WOS:000178112700014	396752242	Soil fertility management in Southern Africa	Africa's Emerging Maize Revolution	"Kumwenda, J.D.T."	no	1997
WOS:000178112700014	28319562	NONE	RECONNAISSANCE SURVE	ROHRBACH DD	no	1997
WOS:000178112700014	28319043	Aspects of design of on-farm fertilizer trials	EXPERIMENTAL AGRICULTURE	"Fielding, WJ"	yes	1998
WOS:000178112700014	20092656	INTERCROPPING AND DIVERSITY - AN ECONOMIC-ANALYSIS OF CROPPING PATTERNS ON SMALLHOLDER FARMS IN MALAWI	EXPERIMENTAL AGRICULTURE	"SHAXSON, L"	yes	1992
WOS:000178112700014	403433626	NONE	P S GEOGR CROWD WORL	MORTIMORE MJ	no	1970
WOS:000085426900004	3135047	Improved crop-livestock production strategies for sustainable soil management in tropical Africa.	"Soil management: experimental basis for sustainability and environmental quality. Workshop on Long-Term Soil Management Experiments, Ohio State University, USA, 16-18 June, 1993."	"Haque, I."	yes	1995
WOS:000085426900004	3135388	Gliricidia sepium - a multipurpose forage tree legume	NONE	"Simons, A. J."	yes	1994
WOS:000085426900004	1920227	ALLEY FARMING	ADVANCES IN AGRONOMY	"KANG, BT"	yes	1990
WOS:000085426900004	701392	Decomposition and nitrogen release patterns of tree prunings and litter	Agroforestry Systems	"Mafongoya, P. L."	yes	1998
WOS:000085426900004	3135357	Long-term effects of legume-based cropping systems on soil nitrogen status and mineralization in Vertisols	Roots and nitrogen in cropping systems of the semiarid tropics	"Rego, TJ"	no	1996
WOS:000085426900004	287598310	NONE	"More People, Less Erosion: Environmental Recovery in Kenya"	"Tiffen, M."	no	1994
WOS:000085426900004	3134921	Organic matter in soil particle size and density fractions from maize and legume cropping systems	SOIL BIOLOGY & BIOCHEMISTRY	"Barrios, E"	yes	1996
WOS:000085426900004	2350894	Soil-water and root dynamics under hedgerow intercropping in semiarid Kenya	AGRONOMY JOURNAL	"Govindarajan, M"	yes	1996
WOS:000085426900004	2351482	Root distribution of trees and crops: competition and/ or complementarity	Tree-crop interactions: a physiological approach	"van Noordwijk, M."	no	1996
WOS:000085426900004	3135197	NITROGEN USE IN MAIZE GRAIN LEGUME CROPPING SYSTEMS IN SEMIARID KENYA	BIOLOGY AND FERTILITY OF SOILS	"PILBEAM, CJ"	yes	1995
WOS:000085426900004	2350717	Building soil nitrogen capital in Africa	Replenishing Soil Fertility in Africa	"Giller, K.E."	no	1997
WOS:000085426900004	1903301	RESIDUAL EFFECT OF PIGEONPEA (CAJANUS-CAJAN) ON YIELD AND NITROGEN RESPONSE OF MAIZE	EXPERIMENTAL AGRICULTURE	"RAO, JVDKK"	yes	1983
WOS:000085426900004	3135323	Pigeonpea: disease management.	The pigeonpea.	"Reddy, M. V."	yes	1990
WOS:000085426900004	2719186	EFFECT OF PRUNING INTENSITIES OF 3 WOODY LEGUMINOUS SPECIES GROWN IN ALLEY CROPPING WITH MAIZE AND COWPEA ON AN ALFISOL	AGROFORESTRY SYSTEMS	"DUGUMA, B"	yes	1988
WOS:000085426900004	287510943	NONE	NONE	"Anderson, J.M."	no	1993
WOS:000085426900004	2351356	Biophysical interactions in tropical agroforestry systems	Agroforestry Systems	"Rao, M. R."	yes	1998
WOS:000085426900004	3134969	Nitrogen fixation by trees in relation to soil nitrogen economy	FERTILIZER RESEARCH	"Dommergues, YR"	yes	1995
WOS:000085426900004	3135172	Effect of legumes on the yield of associated and subsequent maize in intercropping and rotation systems without nitrogen fertilizer.	East African Agricultural and Forestry Journal	"Nadar, H. M."	yes	1984
WOS:000085426900004	3135281	PRODUCTIVITY AND RISK-EVALUATION IN CONTRASTING INTERCROPPING SYSTEMS	FIELD CROPS RESEARCH	"RAO, MR"	yes	1990
WOS:000085426900004	3135144	Improving maize (Zea mays) yields in semiarid highlands of Kenya: agroforestry or inorganic fertilizers?	FIELD CROPS RESEARCH	"Mathuva, MN"	yes	1998
WOS:000085426900004	3135102	LEGUME CONTRIBUTION TO FERTILIZER ECONOMY IN LEGUME-CEREAL ROTATIONS	INDIAN JOURNAL OF AGRICULTURAL SCIENCES	"LAL, RB"	yes	1978
WOS:000085426900004	3134935	Nitrogen mineralization in density fractions of soil organic matter from maize and legume cropping systems	SOIL BIOLOGY & BIOCHEMISTRY	"Barrios, E"	yes	1996
WOS:000324654600003	459879609	NONE	Pigeonpea: Package of practices	"Dhar, V."	no	2002
WOS:000324654600003	291680338	A new approach for facilitating farmers' access to bean seed.	LEISA Magazine	"Rubyogo, J. C."	yes	2007
WOS:000324654600003	459879700	Designing farmer-participatory varietal selection in legumes	NONE	"Nigam, S. N."	no	2007
WOS:000324654600003	58276413	The role of informal seed systems in disseminating modern varieties. The example of pigeonpea from a semi-arid area of Kenya	EXPERIMENTAL AGRICULTURE	"Jones, RB"	yes	2001
WOS:000324654600003	459879756	NONE	Producer organization: A guide to developing collective rural enterprises	"Penrrose-Buckley, C."	no	2007
WOS:000324654600003	4077140	LOCAL SEED SYSTEMS AND THEIR IMPORTANCE FOR AN IMPROVED SEED SUPPLY IN DEVELOPING-COUNTRIES	EUPHYTICA	"ALMEKINDERS, CJM"	yes	1994
WOS:000324654600003	30727960	Improving technology delivery mechanisms: lessons from bean seed systems research in eastern and central Africa.	Agriculture and Human Values	"David, S."	yes	1999
WOS:000324654600003	423117734	Understanding seed systems in seed security	"Improving the effectiveness and sustainability of seed relief, Food and Agricultural Organization"	"Sperling, L."	no	2003
WOS:000324654600003	459880091	"Constraint analysis of low productivity of rainfed chickpea and pigeonpea in India, 2"	Indian Journal of Pulses Research	"Maruthi Shankar, G. R."	no	2004
WOS:000324654600003	293601174	NONE	Seed production systems in pigeonpea	"Saxena, KB"	no	2006
WOS:000324654600003	73528937	Can cultivars from participatory plant breeding improve seed provision to small-scale farmers?	EUPHYTICA	"Almekinders, Conny J. M."	yes	2007
WOS:000324654600003	441440353	Agriculture in the developing world: Connecting innovations in plant breeding research to down stream applications	Proceedings of the National Academy of Sciences	"Pelmer, D. P."	no	2005
WOS:000324654600003	329405707	Sustainable improvement in pulses productivity in Hamirpur district of Uttar Pradesh: an approach of farmer participatory varietal evaluation.	Indian Research Journal of Extension Education	"Singh, S. K."	yes	2008
WOS:000324654600003	459879849	Village seed banks: An integrated seed system for improved seed production and supplyA case study	NONE	"Ravinder Reddy, Ch"	no	2010
WOS:000324654600003	856415	Farmer participatory crop improvement .1. Varietal selection and breeding methods and their impact on biodiversity	EXPERIMENTAL AGRICULTURE	"Witcombe, JR"	yes	1996
WOS:000324654600003	4077604	"Farmer participatory crop improvement .2. Participatory varietal selection, a case study in India"	EXPERIMENTAL AGRICULTURE	"Joshi, A"	yes	1996
WOS:000324654600003	459879968	Seed systems for reaching a broad range of users quickly and efficiently	NONE	"Rubyogo, J. C."	no	2004
WOS:000324654600003	459879820	NONE	"Chickpea and Pigeonpea Economies in Asia: Facts, Trends and Outlook"	"Rao, P."	no	2010
WOS:000324654600003	459879503	Role of pulses in crop diversification in India	Role of legumes in crop diversification and poverty reduction in Asia	"Ali, M."	no	2003
WOS:000297491600013	89708914	Physico-chemical traits of Cajanus cajan (L.) Millsp pod wall affecting Melanagromyza obtusa (Malloch) damage	EUPHYTICA	"Moudgal, R. K."	yes	2008
WOS:000297491600013	426111034	NONE	INDIAN J ENTOMOL	DAS SB	no	1987
WOS:000297491600013	426111069	NONE	INT CHICKPEA PIGEONP	SRIVASTAVA CP	no	1994
WOS:000297491600013	426111025	NONE	MEDIUM TERM PLAN	NONE	no	1992
WOS:000297491600013	98521165	STUDIES ON PLANT CUTICLE I. THE WAXY COVERINGS OF LEAVES	ANNALS OF APPLIED BIOLOGY	"Martin, J. T."	yes	1958
WOS:000297491600013	262161053	"Morphological and chemical components of resistance to pod borer, Helicoverpa armigera in wild relatives of pigeonpea"	ARTHROPOD-PLANT INTERACTIONS	"Sharma, H. C."	yes	2009
WOS:000297491600013	94395440	Morphological and biochemical factors associated with resistance to Maruca vitrata (Lepidoptera : Pyralidae) in short-duration pigeonpea	International Journal of Tropical Insect Science	"Sunitha, V."	yes	2008
WOS:000297491600013	2063689	AN IMPROVED COLORIMETRIC DETERMINATION OF AMINO ACIDS WITH USE OF NINHYDRIN	ANALYTICAL BIOCHEMISTRY	"LEE, YP"	yes	1966
WOS:000297491600013	426111045	NONE	PLANT ENZYMOLOGY HIS	MALLIK CP	no	1980
WOS:000168678400004	18402514	"EFFECT OF IRRIGATION ON YIELD AND WATER-USE OF INDIAN MUSTARD (BRASSICA-JUNCEA), ROCKET SALAD (ERUCA-SATIVA), SAFFLOWER (CARTHAMUS-TINCTORIUS) AND PIGEONPEA (CAJANUS-CAJAN)"	INDIAN JOURNAL OF AGRICULTURAL SCIENCES	"SINGH, R"	yes	1992
WOS:000168678400004	360155747	NONE	ANN REP 1986	*ICRISAT	no	1987
WOS:000168678400004	2287558	Phosphorus.	Methods of soil analysis. Part 2. Chemical and microbiological properties	"Olsen, S. R."	yes	1982
WOS:000168678400004	701693	Nitrogen-inorganic forms	Methods of soil analysis. Part 2	"Keeney, D.R."	no	1982
WOS:000168678400004	5548816	"PHENOLOGY, SEED YIELD AND WATER-USE OF GRAIN LEGUMES GROWN UNDER DIFFERENT SOIL-WATER REGIMES IN A SEMI-ARID TROPICAL ENVIRONMENT"	FIELD CROPS RESEARCH	"MUCHOW, RC"	yes	1985
WOS:000168678400004	533164	Soil pH and lime requirement	Chemical and microbiological methods	"McLean, EO"	no	1982
WOS:000168678400004	16235573	Pigeonpea: cropping systems.	The pigeonpea.	"Ali, M."	yes	1990
WOS:000168678400004	18402490	Red Gram	Pulse crops of Indian Council of Agricultural Research	"Pathak, G. N"	no	1970
WOS:000168678400004	319960229	NONE	744 CSIRO	KEIG G	no	1974
WOS:000168678400004	18402550	NONE	P 1 E SO AFR REG LEG	SINGH L	no	1991
WOS:000168678400004	18402438	Cajanus cajan (L.) Millsp. 	Indian Journal of Agricultural Science	"MUKHERJEE, D."	yes	1960
WOS:000168678400004	398270534	NONE	REF MAN REL 3	*GENST 5	no	1993
WOS:000168678400004	18402392	NONE	MADRAS AGR J	MOHAN JC	no	1969
WOS:000168678400004	18402344	"Development of high yielding varieties of pulses: perspective, possibilities and experimental approaches"	NONE	"Jain, HK"	no	1975
WOS:000168678400004	5360282	"GRAIN-YIELD, HARVEST INDEX, AND WATER-USE OF WHEAT"	JOURNAL OF THE AUSTRALIAN INSTITUTE OF AGRICULTURAL SCIENCE	"PASSIOURA, JB"	yes	1977
WOS:000168678400004	18402324	THE NATURAL-HISTORY OF CROP YIELD	AMERICAN SCIENTIST	"EVANS, LT"	yes	1980
WOS:000168678400004	18402502	NONE	INT PIGEONPEA NEWSLE	SAXENA KB	no	1985
WOS:000297491600011	338871576	NONE	THESIS CSJM U KANPUR	MISHRA S	no	2004
